Source,Target,Weight,Interval
gypsy,boy,-0.019200614429492772,9
gurula,boy,-0.019200614429492772,9
mil,boy,-0.019200614429492772,9
madame,boy,-0.019200614429492772,9
vaya,boy,-0.019200614429492772,9
elinor,franky,-0.021164159410990493,9
marco,candido,-0.021653341931540285,9
gurula,marco,-0.021653341931540285,9
mil,marco,-0.021653341931540285,9
madame,marco,-0.021653341931540285,9
vaya,marco,-0.021653341931540285,9
camilla,eleanor,-0.021981008370290586,9
camilla,andy,-0.021981008370290586,9
camilla,irina,-0.021981008370290586,9
rosaria,eleanor,-0.023379778223073393,9
elinor,camilla,-0.026994183380154847,9
irene,eleanor,-0.027227058991245112,9
boy,eleanor,-0.027227058991245112,9
boy,irina,-0.027227058991245112,9
gypsy,protagonist,-0.028804213742511815,9
mil,protagonist,-0.028804213742511815,9
madame,protagonist,-0.028804213742511815,9
vaya,protagonist,-0.028804213742511815,9
marco,eleanor,-0.030705101667062813,9
marco,andy,-0.030705101667062813,9
marco,irina,-0.030705101667062813,9
elinor,irene,-0.03343669275452118,9
camilla,franky,-0.035040297613929246,9
elinor,marco,-0.0377079673117851,9
boy,protagonist,-0.03874728565714755,9
gypsy,cedric,-0.03885608391273412,9
gurula,cedric,-0.03885608391273412,9
mil,cedric,-0.03885608391273412,9
vaya,cedric,-0.03885608391273412,9
protagonist,eleanor,-0.04084525678298933,9
boy,franky,-0.04340311573215714,9
camilla,rosaria,-0.04753677682556453,9
eleanor,cedric,-0.05509911637180509,9
marco,protagonist,-0.05815947595625803,9
marco,rosaria,-0.06640375822458862,9
elinor,cedric,-0.067665487695974,9
camilla,protagonist,-0.08304834363910399,9
protagonist,cedric,-0.09423714335074772,9
